Comment,Designator,Footprint,LCSC
Connector_VIK-keyboard,VIK_K5,Connector_VIK-horizontal-keyboard,
Connector_VIK-keyboard,VIK_K4,Connector_VIK-horizontal-keyboard,
Connector_VIK-keyboard,VIK_K3,Connector_VIK-vertical-keyboard,
Connector_VIK-keyboard,VIK_K2,Connector_VIK-vertical-keyboard,
Connector_VIK-keyboard,VIK_K1,Connector_VIK-magnetic-keyboard,
